Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Label,
TIME,CH1
1.3658e-01,0.0462969
1.3662e-01,0.0457969
1.3665e-01,0.0400078
1.3668e-01,0.0367109
1.3671e-01,0.0354453
1.3674e-01,0.0351641
1.3678e-01,0.0381641
1.3681e-01,0.0359531
1.3684e-01,0.0375469
1.3687e-01,0.0402344
1.3690e-01,0.0360312
1.3694e-01,0.0342422
1.3697e-01,0.0329062
1.3700e-01,0.0325156
1.3703e-01,0.0343984
1.3706e-01,0.0362422
1.3710e-01,0.0338984
1.3713e-01,0.0336797
1.3716e-01,0.03325
1.3719e-01,0.0328437
1.3722e-01,0.0330156
1.3726e-01,0.0319844
1.3729e-01,0.0346641
1.3732e-01,0.0331953
1.3735e-01,0.0350469
1.3738e-01,0.0397344
1.3742e-01,0.0374297
1.3745e-01,0.035875
1.3748e-01,0.0343594
1.3751e-01,0.0326328
1.3754e-01,0.0325469
1.3758e-01,0.0360781
1.3761e-01,0.0363359
1.3764e-01,0.0337344
1.3767e-01,0.0366562
1.3770e-01,0.0348906
1.3774e-01,0.0356094
1.3777e-01,0.0381328
1.3780e-01,0.0374375
1.3783e-01,0.0399687
1.3786e-01,0.0396875
1.3790e-01,0.0400234
1.3793e-01,0.0411562
1.3796e-01,0.0407266
1.3799e-01,0.0423047
1.3802e-01,0.0417422
1.3806e-01,0.0410078
1.3809e-01,0.0390234
1.3812e-01,0.0403828
1.3815e-01,0.0406172
1.3818e-01,0.0452891
1.3822e-01,0.0439219
1.3825e-01,0.0425625
1.3828e-01,0.041125
1.3831e-01,0.0443516
1.3834e-01,0.0455781
1.3838e-01,0.0467031
1.3841e-01,0.0447031
1.3844e-01,0.0505469
1.3847e-01,0.0497734
1.3850e-01,0.0503594
1.3854e-01,0.0474219
1.3857e-01,0.0481016
1.3860e-01,0.0457422
1.3863e-01,0.0454609
1.3866e-01,0.0492734
1.3870e-01,0.0540703
1.3873e-01,0.0541641
1.3876e-01,0.0518203
1.3879e-01,0.0534766
1.3882e-01,0.0538516
1.3886e-01,0.0505156
1.3889e-01,0.050375
1.3892e-01,0.0525234
1.3895e-01,0.0554375
1.3898e-01,0.048
1.3902e-01,0.0489844
1.3905e-01,0.0463437
1.3908e-01,0.046625
1.3911e-01,0.0460781
1.3914e-01,0.0450078
1.3918e-01,0.0451016
1.3921e-01,0.0468984
1.3924e-01,0.0432656
1.3927e-01,0.0492031
1.3930e-01,0.0529922
1.3934e-01,0.0532656
1.3937e-01,0.0511641
1.3940e-01,0.0480469
1.3943e-01,0.0482969
1.3946e-01,0.0476172
1.3950e-01,0.0455547
1.3953e-01,0.0433125
1.3956e-01,0.042625
1.3959e-01,0.0463516
1.3962e-01,0.0468047
1.3966e-01,0.0421875
1.3969e-01,0.0423828
1.3972e-01,0.0411094
1.3975e-01,0.0409531
1.3978e-01,0.0418437
1.3982e-01,0.0439297
1.3985e-01,0.0511719
1.3988e-01,0.0532031
1.3991e-01,0.0510781
1.3994e-01,0.0474687
1.3998e-01,0.0485078
1.4001e-01,0.0541641
1.4004e-01,0.0550781
1.4007e-01,0.0490547
1.4010e-01,0.0459687
1.4014e-01,0.0459141
1.4017e-01,0.0465859
1.4020e-01,0.0468047
1.4023e-01,0.0477344
1.4026e-01,0.0496406
1.4030e-01,0.0524609
1.4033e-01,0.0556797
1.4036e-01,0.0531562
1.4039e-01,0.0504297
1.4042e-01,0.0553516
1.4046e-01,0.0554844
1.4049e-01,0.0586562
1.4052e-01,0.056875
1.4055e-01,0.0520937
1.4058e-01,0.058
1.4062e-01,0.0584687
1.4065e-01,0.0584453
1.4068e-01,0.05325
1.4071e-01,0.0551641
1.4074e-01,0.0594141
1.4078e-01,0.0591641
1.4081e-01,0.0590703
1.4084e-01,0.0581562
1.4087e-01,0.0618906
1.4090e-01,0.0597031
1.4094e-01,0.0636016
1.4097e-01,0.0620547
1.4100e-01,0.0633906
1.4103e-01,0.0642187
1.4106e-01,0.0716562
1.4110e-01,0.0695703
1.4113e-01,0.0677344
1.4116e-01,0.0687812
1.4119e-01,0.0662422
1.4122e-01,0.06975
1.4126e-01,0.0782812
1.4129e-01,0.0770312
1.4132e-01,0.0770156
1.4135e-01,0.0785312
1.4138e-01,0.0794687
1.4142e-01,0.0851953
1.4145e-01,0.0874141
1.4148e-01,0.090125
1.4151e-01,0.0890469
1.4154e-01,0.0948594
1.4158e-01,0.0968047
1.4161e-01,0.102648
1.4164e-01,0.107633
1.4167e-01,0.109906
1.4170e-01,0.113687
1.4174e-01,0.111266
1.4177e-01,0.11668
1.4180e-01,0.116461
1.4183e-01,0.119898
1.4186e-01,0.13375
1.4190e-01,0.135008
1.4193e-01,0.135711
1.4196e-01,0.13932
1.4199e-01,0.137711
1.4202e-01,0.142594
1.4206e-01,0.151414
1.4209e-01,0.168617
1.4212e-01,0.170664
1.4215e-01,0.188836
1.4218e-01,0.185742
1.4222e-01,0.190516
1.4225e-01,0.209187
1.4228e-01,0.211922
1.4231e-01,0.217758
1.4234e-01,0.216867
1.4238e-01,0.218156
1.4241e-01,0.214695
1.4244e-01,0.214898
1.4247e-01,0.217578
1.4250e-01,0.220898
1.4254e-01,0.213398
1.4257e-01,0.230711
1.4260e-01,0.241562
1.4263e-01,0.243672
1.4266e-01,0.238039
1.4270e-01,0.25168
1.4273e-01,0.242203
1.4276e-01,0.240016
1.4279e-01,0.226633
1.4282e-01,0.210844
1.4286e-01,0.198508
1.4289e-01,0.191828
1.4292e-01,0.190758
1.4295e-01,0.186273
1.4298e-01,0.173117
1.4302e-01,0.170484
1.4305e-01,0.174992
1.4308e-01,0.160539
1.4311e-01,0.157414
1.4314e-01,0.149141
1.4318e-01,0.127711
1.4321e-01,0.116469
1.4324e-01,0.109648
1.4327e-01,0.105219
1.4330e-01,0.10382
1.4334e-01,0.0986328
1.4337e-01,0.0876953
1.4340e-01,0.0805859
1.4343e-01,0.0775
1.4346e-01,0.0794844
1.4350e-01,0.0757187
1.4353e-01,0.0712891
1.4356e-01,0.0630547
1.4359e-01,0.0614141
1.4362e-01,0.0563672
1.4366e-01,0.0535
1.4369e-01,0.0487187
1.4372e-01,0.0476953
1.4375e-01,0.0468672
1.4378e-01,0.0477031
1.4382e-01,0.0450937
1.4385e-01,0.0443359
1.4388e-01,0.0437266
1.4391e-01,0.0459219
1.4394e-01,0.0438359
1.4398e-01,0.0424922
1.4401e-01,0.0446797
1.4404e-01,0.0446094
1.4407e-01,0.042125
1.4410e-01,0.0442578
1.4414e-01,0.04575
1.4417e-01,0.0419219
1.4420e-01,0.0406953
1.4423e-01,0.03825
1.4426e-01,0.0416641
1.4430e-01,0.0439219
1.4433e-01,0.0419687
1.4436e-01,0.04125
1.4439e-01,0.0385703
1.4442e-01,0.0390078
1.4446e-01,0.0410625
1.4449e-01,0.041375
1.4452e-01,0.0422422
1.4455e-01,0.0459375
1.4458e-01,0.0443672
1.4462e-01,0.0437031
1.4465e-01,0.0491406
1.4468e-01,0.0506719
1.4471e-01,0.0445
1.4474e-01,0.0413203
1.4478e-01,0.0404844
1.4481e-01,0.0385469
1.4484e-01,0.0442109
1.4487e-01,0.0428594
1.4490e-01,0.0422422
1.4494e-01,0.0418594
1.4497e-01,0.0426484
1.4500e-01,0.0423437
1.4503e-01,0.0441016
1.4506e-01,0.0423047
1.4510e-01,0.0466328
1.4513e-01,0.0464297
1.4516e-01,0.0453984
1.4519e-01,0.0446328
1.4522e-01,0.0451016
1.4526e-01,0.0449844
1.4529e-01,0.0436562
1.4532e-01,0.0451328
1.4535e-01,0.0475703
1.4538e-01,0.0482109
1.4542e-01,0.0499844
1.4545e-01,0.0539297
1.4548e-01,0.0511797
1.4551e-01,0.0509844
1.4554e-01,0.0504062
1.4558e-01,0.0508359
1.4561e-01,0.0473203
1.4564e-01,0.0465078
1.4567e-01,0.0492734
1.4570e-01,0.0548281
1.4574e-01,0.0552891
1.4577e-01,0.0580234
1.4580e-01,0.0601094
1.4583e-01,0.0590312
1.4586e-01,0.0601016
1.4590e-01,0.0624453
1.4593e-01,0.0584609
1.4596e-01,0.0614062
1.4599e-01,0.06125
1.4602e-01,0.0640781
1.4606e-01,0.0625
1.4609e-01,0.0647656
1.4612e-01,0.0623672
1.4615e-01,0.0602031
1.4618e-01,0.0590391
1.4622e-01,0.0618594
1.4625e-01,0.061
1.4628e-01,0.0616406
1.4631e-01,0.0621016
1.4634e-01,0.0626641
1.4638e-01,0.0640703
1.4641e-01,0.0644922
1.4644e-01,0.0610937
1.4647e-01,0.0529687
1.4650e-01,0.0511094
1.4654e-01,0.0495781
1.4657e-01,0.0483906
1.4660e-01,0.0467031
1.4663e-01,0.0473047
1.4666e-01,0.0520703
1.4670e-01,0.0484453
1.4673e-01,0.0455625
1.4676e-01,0.0424844
1.4679e-01,0.0384062
1.4682e-01,0.0381406
1.4686e-01,0.0400391
1.4689e-01,0.0394531
1.4692e-01,0.0387187
1.4695e-01,0.0381562
1.4698e-01,0.0365391
1.4702e-01,0.0373828
1.4705e-01,0.0375859
1.4708e-01,0.0353672
1.4711e-01,0.0339609
1.4714e-01,0.0355781
1.4718e-01,0.0387812
1.4721e-01,0.0384453
1.4724e-01,0.0370937
1.4727e-01,0.0338437
1.4730e-01,0.03475
1.4734e-01,0.0329297
1.4737e-01,0.0337344
1.4740e-01,0.0353047
1.4743e-01,0.0334375
1.4746e-01,0.0325625
1.4750e-01,0.0312266
1.4753e-01,0.0318828
1.4756e-01,0.0319375
1.4759e-01,0.0337812
1.4762e-01,0.0332266
1.4766e-01,0.0317578
1.4769e-01,0.0330859
1.4772e-01,0.0323516
1.4775e-01,0.0325781
1.4778e-01,0.0325703
1.4782e-01,0.0322266
1.4785e-01,0.0344922
1.4788e-01,0.0347344
1.4791e-01,0.0343437
1.4794e-01,0.0358125
1.4798e-01,0.0341328
1.4801e-01,0.0341094
1.4804e-01,0.0326875
1.4807e-01,0.0308672
1.4810e-01,0.0304453
1.4814e-01,0.0305156
1.4817e-01,0.0308828
1.4820e-01,0.0310312
1.4823e-01,0.0317969
1.4826e-01,0.0307656
1.4830e-01,0.0293594
1.4833e-01,0.0292031
1.4836e-01,0.0311016
1.4839e-01,0.0317656
1.4842e-01,0.0312422
1.4846e-01,0.0312578
1.4849e-01,0.0319375
1.4852e-01,0.0314297
1.4855e-01,0.0296562
1.4858e-01,0.0313906
1.4862e-01,0.0311875
1.4865e-01,0.0316016
1.4868e-01,0.0311875
1.4871e-01,0.0316094
1.4874e-01,0.0311016
1.4878e-01,0.0295781
1.4881e-01,0.0284062
1.4884e-01,0.026875
1.4887e-01,0.0290859
1.4890e-01,0.0297656
1.4894e-01,0.0305078
1.4897e-01,0.0288203
1.4900e-01,0.0301953
1.4903e-01,0.0283594
1.4906e-01,0.0274922
1.4910e-01,0.026625
1.4913e-01,0.0277187
1.4916e-01,0.0278125
1.4919e-01,0.028125
1.4922e-01,0.0298906
1.4926e-01,0.0287656
1.4929e-01,0.0293047
1.4932e-01,0.0289453
1.4935e-01,0.0291328
1.4938e-01,0.0316719
1.4942e-01,0.0310156
1.4945e-01,0.0331094
1.4948e-01,0.0326094
1.4951e-01,0.0323125
1.4954e-01,0.0323359
1.4958e-01,0.0315781
1.4961e-01,0.0319141
1.4964e-01,0.0315078
1.4967e-01,0.031
1.4970e-01,0.0297891
1.4974e-01,0.0305547
1.4977e-01,0.0304766
1.4980e-01,0.0303906
1.4983e-01,0.0305
1.4986e-01,0.0307812
1.4990e-01,0.0350703
1.4993e-01,0.0318672
1.4996e-01,0.029125
1.4999e-01,0.0286641
1.5002e-01,0.0268359
1.5006e-01,0.0297187
1.5009e-01,0.0304922
1.5012e-01,0.0298984
1.5015e-01,0.0278828
1.5018e-01,0.0293203
1.5022e-01,0.0284687
1.5025e-01,0.0298984
1.5028e-01,0.0289609
1.5031e-01,0.0286562
1.5034e-01,0.0269766
1.5038e-01,0.0287656
1.5041e-01,0.028625
1.5044e-01,0.0285859
1.5047e-01,0.0299687
1.5050e-01,0.0289922
1.5054e-01,0.0288828
1.5057e-01,0.0294219
1.5060e-01,0.0295859
1.5063e-01,0.0289844
1.5066e-01,0.0326797
1.5070e-01,0.0289141
1.5073e-01,0.0300703
1.5076e-01,0.0291719
1.5079e-01,0.0292109
1.5082e-01,0.0277344
1.5086e-01,0.0280859
1.5089e-01,0.0276484
1.5092e-01,0.0281094
1.5095e-01,0.0275469
1.5098e-01,0.0283281
1.5102e-01,0.0267031
1.5105e-01,0.0273281
1.5108e-01,0.0287734
1.5111e-01,0.0309062
1.5114e-01,0.0288281
1.5118e-01,0.0295547
1.5121e-01,0.0333203
1.5124e-01,0.0320937
1.5127e-01,0.0342422
1.5130e-01,0.0328047
1.5134e-01,0.0310391
1.5137e-01,0.0311641
1.5140e-01,0.0320937
1.5143e-01,0.0308047
1.5146e-01,0.0291172
1.5150e-01,0.0281094
1.5153e-01,0.0278437
1.5156e-01,0.0267812
1.5159e-01,0.0265234
1.5162e-01,0.0274219
1.5166e-01,0.0278594
1.5169e-01,0.0312109
1.5172e-01,0.0310625
1.5175e-01,0.0294141
1.5178e-01,0.0325781
1.5182e-01,0.0335
1.5185e-01,0.0318203
1.5188e-01,0.0308984
1.5191e-01,0.0305859
1.5194e-01,0.0306797
1.5198e-01,0.0292266
1.5201e-01,0.0276953
1.5204e-01,0.0310703
1.5207e-01,0.0318203
1.5210e-01,0.0298047
1.5214e-01,0.0308594
1.5217e-01,0.0292656
1.5220e-01,0.0282031
1.5223e-01,0.0294687
1.5226e-01,0.0294687
1.5230e-01,0.0283203
1.5233e-01,0.0267266
1.5236e-01,0.0288203
1.5239e-01,0.0299141
1.5242e-01,0.0300469
1.5246e-01,0.0297109
